"gene","sample","expression","organism","age","sex","infection","strain","time","tissue","mouse","ENTREZID","product","ensembl_gene_id","external_synonym","chromosome_name","gene_biotype","phenotype_description","hsapiens_homolog_associated_gene_name"
"Mir149","GSM2545336",2,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,387167,"microRNA 149","ENSMUSG00000065470","Mirn149","1","miRNA","increased circulating aspartate transaminase level",NA
"Gm29538","GSM2545346",12,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,102636980,"predicted gene 29538, transcript variant X2","ENSMUSG00000099553",NA,"1","lncRNA",NA,NA
"Npsr1","GSM2545352",11,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",21,319239,"neuropeptide S receptor 1, transcript variant X1","ENSMUSG00000043659","9330128H10Rik","9","protein_coding","improved glucose tolerance","NPSR1"
"Serpinb10","GSM2545339",0,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",15,241197,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10, transcript variant X1","ENSMUSG00000092572",NA,"1","polymorphic_pseudogene","abnormal kidney morphology","SERPINB10"
"Qpct","GSM2545347",101,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",24,70536,"glutaminyl-peptide cyclotransferase (glutaminyl cyclase)","ENSMUSG00000024084","5730422A13Rik","17","protein_coding",NA,"QPCT"
"Ogdhl","GSM2545337",3551,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,239017,"oxoglutarate dehydrogenase-like, transcript variant X2","ENSMUSG00000021913",NA,"14","protein_coding",NA,"OGDHL"
"Spag16","GSM2545348",108,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",8,66722,"sperm associated antigen 16, transcript variant X2","ENSMUSG00000053153","4921511D23Rik","1","protein_coding","abnormal Sertoli cell morphology","SPAG16"
"Ddx18","GSM2545340",792,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",18,66942,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 18, transcript variant X1","ENSMUSG00000001674","2310005B10Rik","1","protein_coding",NA,"DDX18"
"Cox5b","GSM2545343",6593,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,12859,"cytochrome c oxidase subunit Vb","ENSMUSG00000061518",NA,"1","protein_coding","abnormal embryonic autopod plate morphology","COX5B"
"Susd2","GSM2545354",230,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",2,71733,"sushi domain containing 2, transcript variant 2","ENSMUSG00000006342","1200011D11Rik","10","protein_coding",NA,"SUSD2"
"Bche","GSM2545354",428,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",2,12038,"butyrylcholinesterase, transcript variant X1","ENSMUSG00000027792","C730038G20Rik","3","protein_coding","increased physiological sensitivity to xenobiotic","BCHE"
"Ankmy1","GSM2545346",17,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,241158,"ankyrin repeat and MYND domain containing 1, transcript variant X2","ENSMUSG00000034212","4930483I10Rik","1","protein_coding",NA,"ANKMY1"
"Gbp6","GSM2545341",344,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",6,100702,"guanylate binding protein 6, transcript variant X5","ENSMUSG00000104713","Mpa2l","5","protein_coding",NA,"GBP6"
"Pcyox1l","GSM2545337",651,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,240334,"prenylcysteine oxidase 1 like, transcript variant X1","ENSMUSG00000024579",NA,"18","protein_coding","abnormal auditory brainstem response","PCYOX1L"
"Agpat5","GSM2545346",2972,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,52123,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)","ENSMUSG00000031467","1110013A05Rik","8","protein_coding","hepatic steatosis","AGPAT5"
"Dhx9","GSM2545353",7118,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,13211,"DEAH (Asp-Glu-Ala-His) box polypeptide 9, transcript variant X1","ENSMUSG00000042699","Ddx9","1","protein_coding","abnormal ectoderm development","DHX9"
"Nr2e1","GSM2545346",5,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,21907,"nuclear receptor subfamily 2, group E, member 1, transcript variant X1","ENSMUSG00000019803","Mtll","10","protein_coding","abnormal aggression-related behavior","NR2E1"
"Pcyox1l","GSM2545363",748,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,240334,"prenylcysteine oxidase 1 like, transcript variant X1","ENSMUSG00000024579",NA,"18","protein_coding","abnormal auditory brainstem response","PCYOX1L"
"Ngef","GSM2545337",498,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,53972,"neuronal guanine nucleotide exchange factor, transcript variant 1","ENSMUSG00000026259","ephexin","1","protein_coding","abnormal axon extension","NGEF"
"Gm31135","GSM2545347",24,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",24,102633271,"predicted gene, 31135, transcript variant X9","ENSMUSG00000109127","Gm45158","8","lncRNA",NA,NA
"Tal1","GSM2545336",197,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,21349,"T cell acute lymphocytic leukemia 1, transcript variant 1","ENSMUSG00000028717","bHLHa17","4","protein_coding","abnormal blood vessel morphology","TAL1"
"Mroh2a","GSM2545353",8,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,100040766,"maestro heat-like repeat family member 2A, transcript variant X9","ENSMUSG00000079429","ENSMUSG00000044873","1","protein_coding",NA,"MROH2A"
"Syt16","GSM2545346",181,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,238266,"synaptotagmin XVI, transcript variant X2","ENSMUSG00000044912","Strep14","12","protein_coding","decreased total body fat amount","SYT16"
"Slc35b1","GSM2545353",1652,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,110172,"solute carrier family 35, member B1, transcript variant X1","ENSMUSG00000020873","Ugalt2","11","protein_coding",NA,"SLC35B1"
"Trim23","GSM2545344",3905,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,81003,"tripartite motif-containing 23, transcript variant X1","ENSMUSG00000021712","6330516O20Rik","13","protein_coding",NA,"TRIM23"
"Pcdh10","GSM2545347",1536,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",24,18526,"protocadherin 10, transcript variant 1","ENSMUSG00000049100","6430521D13Rik","3","protein_coding","abnormal gait","PCDH10"
"Smt3h2-ps4","GSM2545345",4,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",13,114607,NA,"ENSMUSG00000081201",NA,"1","processed_pseudogene",NA,NA
"Gpld1","GSM2545363",2456,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,14756,"glycosylphosphatidylinositol specific phospholipase D1","ENSMUSG00000021340","6330541J12Rik","13","protein_coding","abnormal heart morphology","GPLD1"
"Ncoa2","GSM2545342",4944,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",5,17978,"nuclear receptor coactivator 2, transcript variant a","ENSMUSG00000005886","bHLHe75","1","protein_coding","abnormal body wall morphology","NCOA2"
"Slc35f1","GSM2545351",1371,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",16,215085,"solute carrier family 35, member F1","ENSMUSG00000038602",NA,"10","protein_coding","decreased lactate dehydrogenase level","SLC35F1"
"Gabpb1","GSM2545380",1448,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",19,14391,"GA repeat binding protein, beta 1, transcript variant 7","ENSMUSG00000027361","BABPB2","2","protein_coding","embryonic lethality during organogenesis complete penetrance","GABPB1"
"Per2","GSM2545337",3296,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,18627,"period circadian clock 2, transcript variant X1","ENSMUSG00000055866","mPer2","1","protein_coding","abnormal coat/hair pigmentation","PER2"
"Fasl","GSM2545363",19,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,14103,"Fas ligand (TNF superfamily, member 6), transcript variant X2","ENSMUSG00000000817","APT1LG1","1","protein_coding","CNS inflammation","FASLG"
"Spice1","GSM2545353",768,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,212514,"spindle and centriole associated protein 1, transcript variant X4","ENSMUSG00000043065","Ccdc52","16","protein_coding","improved glucose tolerance","SPICE1"
"Mt1","GSM2545349",6392,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",7,17748,"metallothionein 1, transcript variant X1","ENSMUSG00000031765","Mt-1","8","protein_coding","hypoactivity","MT1G"
"Igsf9","GSM2545353",18,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,93842,"immunoglobulin superfamily, member 9, transcript variant X1","ENSMUSG00000037995","Dasm1","1","protein_coding","abnormal miniature inhibitory postsynaptic currents","IGSF9"
"Lcat","GSM2545354",2453,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",2,16816,"lecithin cholesterol acyltransferase","ENSMUSG00000035237","D8Wsu61e","8","protein_coding","abnormal adrenal gland morphology","LCAT"
"Avil","GSM2545348",70,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",8,11567,"advillin, transcript variant X2","ENSMUSG00000025432","DOC6","10","protein_coding","abnormal axon extension","AVIL"
"Hgsnat","GSM2545340",2740,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",18,52120,"heparan-alpha-glucosaminide N-acetyltransferase","ENSMUSG00000037260","9430010M12Rik","8","protein_coding","abnormal bone structure","HGSNAT"
"Smim15","GSM2545346",1603,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,75616,"small integral membrane protein 15","ENSMUSG00000071180","2810008M24Rik","13","protein_coding",NA,"SMIM15"
"Gpx3","GSM2545336",1045,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,14778,"glutathione peroxidase 3","ENSMUSG00000018339","EGPx","11","protein_coding","prenatal lethality prior to heart atrial septation","GPX3"
"Exd2","GSM2545380",1694,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",19,97827,"exonuclease 3'-5' domain containing 2","ENSMUSG00000032705","4930539P14Rik","12","protein_coding",NA,"EXD2"
"Tspyl2","GSM2545337",3887,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,52808,"TSPY-like 2, transcript variant X1","ENSMUSG00000041096","CINAP","X","protein_coding","abnormal retinal inner nuclear layer morphology","TSPYL2"
"Fbln5","GSM2545341",1424,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",6,23876,"fibulin 5","ENSMUSG00000021186","EVEC","12","protein_coding","abnormal aorta elastic fiber morphology","FBLN5"
"Ngef","GSM2545380",713,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",19,53972,"neuronal guanine nucleotide exchange factor, transcript variant 1","ENSMUSG00000026259","ephexin","1","protein_coding","abnormal axon extension","NGEF"
"Trip12","GSM2545349",8075,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",7,14897,"thyroid hormone receptor interactor 12","ENSMUSG00000026219","1110036I07Rik","1","protein_coding","abnormal placenta development","TRIP12"
"Jakmip1","GSM2545344",661,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,76071,"janus kinase and microtubule interacting protein 1, transcript variant X7","ENSMUSG00000063646","5830437M04Rik","5","protein_coding","abnormal cerebellum morphology","JAKMIP1"
"Snhg4","GSM2545340",213,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",18,100503380,"small nucleolar RNA host gene 4","ENSMUSG00000117869","Gm17457","18","lncRNA",NA,NA
"Mgst3","GSM2545347",1865,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",24,66447,"microsomal glutathione S-transferase 3","ENSMUSG00000026688","2010012L10Rik","1","protein_coding","decreased mean corpuscular volume","MGST3"
"Gm15793","GSM2545362",5,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",20,102640707,NA,"ENSMUSG00000082769",NA,"1","processed_pseudogene",NA,NA
"Moxd1","GSM2545338",197,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,59012,"monooxygenase, DBH-like 1","ENSMUSG00000020000","3230402N08Rik","10","protein_coding","increased circulating sodium level","MOXD1"
"Eef1b2","GSM2545362",3832,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",20,55949,"eukaryotic translation elongation factor 1 beta 2","ENSMUSG00000025967","2810017J07Rik","1","protein_coding","abnormal bone structure","EEF1B2"
"Gm15825","GSM2545345",0,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",13,102635013,"predicted gene 15825","ENSMUSG00000089787",NA,"1","lncRNA",NA,NA
"Fam124b","GSM2545344",7,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,241128,"family with sequence similarity 124, member B, transcript variant X1","ENSMUSG00000043230","A830043J08Rik","1","protein_coding","abnormal behavior","FAM124B"
"Mgst3","GSM2545346",1621,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,66447,"microsomal glutathione S-transferase 3","ENSMUSG00000026688","2010012L10Rik","1","protein_coding","decreased mean corpuscular volume","MGST3"
"Arc","GSM2545349",748,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",7,11838,"activity regulated cytoskeletal-associated protein, transcript variant 2","ENSMUSG00000022602","Arc3.1","15","protein_coding","abnormal AMPA-mediated synaptic currents","ARC"
"Ddx3y","GSM2545350",5416,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",1,26900,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked","ENSMUSG00000069045","8030469F12Rik","Y","protein_coding",NA,"DDX3Y"
"Fgfbp1","GSM2545345",77,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",13,14181,"fibroblast growth factor binding protein 1, transcript variant X2","ENSMUSG00000048373","FGF-BP","5","protein_coding","abnormal neuromuscular synapse morphology","FGFBP1"
"Gls","GSM2545348",14458,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",8,14660,"glutaminase, transcript variant 1","ENSMUSG00000026103","B230365M23Rik","1","protein_coding","preweaning lethality complete penetrance","GLS"
"Tmem29","GSM2545353",506,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,382245,"transmembrane protein 29, transcript variant 1","ENSMUSG00000041353","2700081K05Rik","X","protein_coding",NA,"FAM156B"
"Cacna1s","GSM2545363",35,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,12292,"calcium channel, voltage-dependent, L type, alpha 1S subunit, transcript variant X1","ENSMUSG00000026407","Cav1.1","1","protein_coding","abnormal embryo size","CACNA1S"
"Gpr37","GSM2545344",1842,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,14763,"G protein-coupled receptor 37","ENSMUSG00000039904","Pael-R","6","protein_coding","abnormal CNS synaptic transmission","GPR37"
"Slain1","GSM2545380",2007,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",19,105439,"SLAIN motif family, member 1, transcript variant X1","ENSMUSG00000055717","9630044O09Rik","14","protein_coding",NA,"SLAIN1"
"Magee2","GSM2545343",88,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,272790,"melanoma antigen, family E, 2","ENSMUSG00000031224","9630059J11Rik","X","protein_coding",NA,"MAGEE2"
"Il1rl2","GSM2545363",9,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,107527,"interleukin 1 receptor-like 2, transcript variant X1","ENSMUSG00000070942",NA,"1","protein_coding","abnormal eye morphology","IL1RL2"
"Bcas1","GSM2545348",7352,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",8,76960,"breast carcinoma amplified sequence 1, transcript variant X2","ENSMUSG00000013523","2210416M21Rik","2","protein_coding","abnormal lung morphology","BCAS1"
"Unc45a","GSM2545340",1323,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",18,101869,"unc-45 homolog A (C. elegans), transcript variant X2","ENSMUSG00000030533",NA,"7","protein_coding","decreased heart rate","UNC45A"
"Lmo3","GSM2545349",171,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",7,109593,"LIM domain only 3, transcript variant X8","ENSMUSG00000030226","Rbtn-3","6","protein_coding","no abnormal phenotype detected","LMO3"
"Gm20627","GSM2545353",50,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,102631874,"predicted gene 20627, transcript variant X2","ENSMUSG00000093507",NA,"3","lncRNA",NA,NA
"Il12rb1","GSM2545352",60,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",21,16161,"interleukin 12 receptor, beta 1, transcript variant X1","ENSMUSG00000000791","CD212","8","protein_coding","abnormal skin coloration","IL12RB1"
"Cryab","GSM2545339",3336,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",15,12955,"crystallin, alpha B, transcript variant 1","ENSMUSG00000032060","alpha B-crystallin","9","protein_coding","decreased circulating phosphate level","CRYAB"
"Gm10654","GSM2545354",138,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",2,665828,"predicted gene 10654","ENSMUSG00000074252","EG665828","8","TEC",NA,NA
"Gm6177","GSM2545363",1,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,620750,NA,"ENSMUSG00000057499","EG620750","1","processed_pseudogene",NA,NA
"Adam17","GSM2545337",1191,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,11491,"a disintegrin and metallopeptidase domain 17, transcript variant 3","ENSMUSG00000052593","CD156b","12","protein_coding","abnormal vibrissa morphology","ADAM17"
"Lypla1","GSM2545352",2662,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",21,18777,"lysophospholipase 1, transcript variant X1","ENSMUSG00000025903","Gm39587","1","protein_coding","abnormal retinal inner nuclear layer morphology","LYPLA1"
"Kcnk13","GSM2545337",163,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,217826,"potassium channel, subfamily K, member 13, transcript variant X1","ENSMUSG00000045404","F730021E22Rik","12","protein_coding","increased mean corpuscular volume","KCNK13"
"Vstm2a","GSM2545343",1179,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,211739,"V-set and transmembrane domain containing 2A, transcript variant X1","ENSMUSG00000048834","9330184N17Rik","11","protein_coding","abnormal kidney morphology","VSTM2A"
"Gm20501","GSM2545362",167,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",20,102635300,"predicted gene 20501, transcript variant X5","ENSMUSG00000092536",NA,"7","lncRNA",NA,NA
"Stk11ip","GSM2545362",1083,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",20,71728,"serine/threonine kinase 11 interacting protein","ENSMUSG00000026213","1200014D22Rik","1","protein_coding","prenatal lethality prior to heart atrial septation","STK11IP"
"Plin4","GSM2545380",2045,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",19,57435,"perilipin 4, transcript variant X5","ENSMUSG00000002831","S3-12","17","protein_coding","abnormal auditory brainstem response","PLIN4"
"Snhg8","GSM2545341",484,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",6,69895,"small nucleolar RNA host gene 8","ENSMUSG00000104960","1110065M07Rik","3","lncRNA",NA,NA
